"city","year","sport","discipline","athlete","noc","gender","event","event_gender","medal","ioc","country"
"Sydney",2000,"Handball","Handball","VESTERGAARD LARSEN, Mette","DEN","Women","handball","W","Gold","DEN","Denmark"
"Sydney",2000,"Rowing","Rowing","EBBESEN, Eskild Balschmidt","DEN","Men","lightweight coxless four (4-)","M","Bronze","DEN","Denmark"
"Sydney",2000,"Rowing","Rowing","EBERT, Thomas","DEN","Men","lightweight coxless four (4-)","M","Bronze","DEN","Denmark"
"Sydney",2000,"Rowing","Rowing","FEDDERSEN, Victor","DEN","Men","lightweight coxless four (4-)","M","Bronze","DEN","Denmark"
"Sydney",2000,"Rowing","Rowing","MADSEN, Soren","DEN","Men","lightweight coxless four (4-)","M","Bronze","DEN","Denmark"
"Sydney",2000,"Sailing","Sailing","BANK, Jesper","DEN","Men","fleet/match race keelboat open (Soling)","X","Gold","DEN","Denmark"
"Sydney",2000,"Sailing","Sailing","BLAKSKJAER, Henrik","DEN","Men","fleet/match race keelboat open (Soling)","X","Gold","DEN","Denmark"
"Sydney",2000,"Sailing","Sailing","JACOBSEN, Thomas","DEN","Men","fleet/match race keelboat open (Soling)","X","Gold","DEN","Denmark"
"Sydney",2000,"Shooting","Shooting","GRIMMEL, Torben","DEN","Men","50m rifle prone (60 shots)","M","Silver","DEN","Denmark"
"Athens",2004,"Athletics","Athletics","KIPKETER, Wilson","DEN","Men","800m","M","Bronze","DEN","Denmark"
"Athens",2004,"Athletics","Athletics","OLSEN, Joachim Broechner","DEN","Men","shot put","M","Bronze","DEN","Denmark"
"Athens",2004,"Badminton","Badminton","ERIKSEN, Jens Dyrloev","DEN","Men","doubles","X","Bronze","DEN","Denmark"
"Athens",2004,"Badminton","Badminton","SCHJOLDAGER, Mette","DEN","Women","doubles","X","Bronze","DEN","Denmark"
"Athens",2004,"Handball","Handball","ANDERSEN, Kristine","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","BROEDSGAARD, Karen","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","DAUGAARD, Line","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","FRUELUND, Katrine","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","JENSEN, Trine","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","JOERGENSEN, Rikke Hoerlykke","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","KIAERSKOU, Lotte","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","MIKKELSEN, Henriette Roende","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","MORTENSEN, Karin Oernhoej","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","NOERGAARD, Louise Bager","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","SCHMIDT, Rikke","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","SKOV, Rikke","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","THOMSEN, Camilla Ingemann","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","TOURAY, Josephine","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Handball","Handball","VESTERGAARD LARSEN, Mette","DEN","Women","handball","W","Gold","DEN","Denmark"
"Athens",2004,"Rowing","Rowing","EBBESEN, Eskild Balschmidt","DEN","Men","lightweight coxless four (4-)","M","Gold","DEN","Denmark"
"Athens",2004,"Rowing","Rowing","EBERT, Thomas","DEN","Men","lightweight coxless four (4-)","M","Gold","DEN","Denmark"
"Athens",2004,"Rowing","Rowing","KRISTENSEN, Thor","DEN","Men","lightweight coxless four (4-)","M","Gold","DEN","Denmark"
"Athens",2004,"Rowing","Rowing","MOELVIG, Stephan","DEN","Men","lightweight coxless four (4-)","M","Gold","DEN","Denmark"
"Athens",2004,"Sailing","Sailing","LIVBJERG, Signe","DEN","Women","single-handed dinghy (Europe)","W","Bronze","DEN","Denmark"
